subject,questionnaire,word,sound,vowel_type,short_long,trial,F1,F2,duration
SM,q1,čīd,i:,i,long,c,360.0237343102587,2664.103863893261,0.13225783397405166
MF,q1,sūr,u:,u,long,c,387.97160954587736,1077.4109103664382,0.1317693509736273
MF,q1,pāst,a:,a,long,c,588.9717248113428,1187.6115462766727,0.13011806027168404
SM,q1,kal,a,a,short,c,796.1391031311001,1871.989970949335,0.12679032136742308
MF,q1,čūrð,u:,u,long,c,388.550556671683,1212.0076016024138,0.12642840465940708
MF,q1,xūrn,u:,u,long,c,331.4354861135739,904.1374131295742,0.12459629535098316
MF,q1,tāt,a:,a,long,c,581.9055571086558,1594.5964562145757,0.1213613121995536
LT,q1,čux̌,u,u,short,1,497.91717400466183,1211.5265501692586,0.08673364016766527
MF,q1,žīr,i:,i,long,c,391.1410716171638,2101.8316181350024,0.11777291313956084
LT,q1,čux̌,u,u,short,2,601.3040684179922,1261.345774581072,0.08113024122752677
MF,q1,mūn,u:,u,long,c,297.90822621884774,923.0316769283148,0.11461737376714609
MF,q1,kāl,a:,a,long,c,610.868882611658,1276.5379805073803,0.11252853487715697
SM,q1,čax̌,a,a,short,c,837.1022086122308,1858.8516201021707,0.10736753261991794
MF,q1,lavʒ,a,a,short,c,665.5559232345975,1555.1694619016382,0.10734275515585523
SM,q1,wax̌t,a,a,short,c,642.5708170945012,1315.7094339191726,0.10688672331839655
LT,q1,čux̌,u,u,short,3,549.4583361814243,1204.2378897276847,0.07582596887868931
SM,q1,wūrj,u:,u,long,c,357.4652473472513,846.1800123204199,0.10435057930073732
SM,q1,tux̌p,u,u,short,c,522.4016434590626,948.7470570746527,0.10417955382669675
MF,q1,siʒ,i,i,short,c,492.0902348406067,2062.8785385310916,0.10023949986808134
MF,q1,nay,a,a,short,c,595.397017092295,1782.7704279561385,0.09732291273604687
MF,q1,wax̌t,a,a,short,c,635.8397891649574,1354.1087672523756,0.0894559773525998
SM,q1,piš,i,i,short,c,534.7942957135823,2407.162962488352,0.08890889706162852
LT,q1,čux̌,u,u,short,4,506.0689695135083,1157.9377175171253,0.06670845401549741
MF,q1,čīd,i:,i,long,c,365.6570550916126,2535.4766394034496,0.08301286891507687
SM,q1,čux̌,u,u,short,c,441.17908279080945,845.4076344093651,0.079406783638035
MF,q1,x̌irn,i,i,short,c,516.9549649950891,2148.9149937659117,0.07570671112407013
MF,q1,siʒ,i,i,short,c,457.09320874713325,1952.9759384613255,0.07552544191591437
SM,q1,хаx̌,a,a,short,c,792.4749601027601,1661.6844235694757,0.07530710055871737
MF,q1,xist,i,i,short,c,503.69983518292776,2195.8510638491116,0.07503048846209026
MF,q1,kal,a,a,short,c,619.6385471410778,1505.0010473506768,0.0743829378830867
MF,q1,čax̌,a,a,short,c,580.9359349413079,1799.3801375364915,0.07423917106973477
SM,q1,puc,u,u,short,c,335.48203986999204,647.5147949765209,0.0685966620338263
SM,q1,xist,i,i,short,c,468.8562782039681,2029.3138075309528,0.06750875109511867
MF,q1,ziv,i,i,short,c,441.2844321544607,1912.221469178941,0.06745090602623804
MF,q1,wax̌t,a,a,short,c,599.4508969002857,1442.0285888596688,0.06673678733751132
LT,q1,ðud,u,u,short,1,598.862782235438,1380.8815474936257,0.18874550100632348
SM,q1,siʒ,i,i,short,c,459.73461313059727,2190.300596430304,0.06479204903949665
LT,q1,ðud,u,u,short,2,640.5946532992956,1402.0098127238869,0.1771890493248378
MF,q1,хаx̌,a,a,short,c,630.1028762710891,1547.6811629678398,0.06347158332056324
MF,q1,māš,a:,a,long,c,607.3857131351625,1494.9819135467544,0.06336381384514311
MF,q1,ðust,u,u,short,c,527.3439810934722,1628.3257690970565,0.056939887262387856
SM,q1,ðust,u,u,short,c,300.2004343819932,649.9999597086779,0.05681663121629299
MF,q1,puc,u,u,short,c,511.69676909635297,1418.92675312775,0.05173806189907282
LT,q1,ðud,u,u,short,3,596.0610323161749,1428.6678386605486,0.1813082524677867
LT,q1,ðud,u,u,short,4,601.9857933529951,1466.2213301848078,0.11998734236794917
MF,q1,piš,i,i,short,c,390.65443989486215,2125.8771431337846,0.048327784432103726
SM,q1,čūrð,u:,u,long,с,378.3596200013557,924.270600282596,0.1709848922039896
MF,q1,siʒ,i,i,short,7,475.9977381285595,2000.7030737995403,0.1123672454498319
MF,q1,siʒ,i,i,short,6,481.0593939667943,2006.837708550024,0.1253065040167769
MF,q1,siʒ,i,i,short,5,455.5232982698592,1951.2084731553973,0.10287421468331104
MF,q1,nīst,i:,i,long,5,460.6886401181575,2544.4564226593398,0.08947638577592443
MF,q1,tux̌p,u,u,short,5,457.3095359592095,1142.585619598838,0.0667077507849001
MF,q3,x̌ar,a,a,short,4,668.4912434543204,1708.080097893826,0.1477711059855693
LT,q1,gārm,a:,a,long,4,692.9213416130723,1465.24569263828,0.2858105899042016
LT,q1,ðust,u,u,short,1,652.0902565690249,1452.1579361977906,0.09924384307760192
SM,q3,x̌ār,a:,a,long,4,691.9683828970599,1480.8045682938491,0.23213931178162994
LT,q1,žarn,a,a,short,4,738.8239677473917,1647.5327835544967,0.22069651188226658
MF,q1,xīr,i:,i,long,4,378.84824271500503,2451.5593076148475,0.2132025397770576
LT,q1,tīzd,i:,i,long,4,358.7818403489346,2551.013445240424,0.19804707861166548
LT,q1,tāt,a:,a,long,4,785.3038697572684,1546.935452798197,0.19770104308554437
LT,q1,pāst,a:,a,long,4,826.1398720604063,1473.3429603570612,0.19212256173381093
LT,q1,žīr,i:,i,long,4,323.8465816639736,2391.1169577861706,0.1866304343218701
MF,q1,sūr,u:,u,long,4,381.36860992857504,980.8132442394101,0.1865253410699097
SM,q3,ka:l,a:,a,long,4,678.0087358955917,1563.611206593073,0.1811444958528199
MF,q1,žīr,i:,i,long,4,389.447701489537,2427.1292951110095,0.17695281498868098
MF,q1,čūrð,u:,u,long,4,363.7469087960698,1011.4300990170598,0.16915310428737484
LT,q1,xīr,i:,i,long,4,356.99244170442836,2546.096676397565,0.15936662249413303
MF,q1,vīrt,i:,i,long,4,375.6391716556691,2354.074437017395,0.1528400527448639
LT,q1,čīd,i:,i,long,4,291.31252638064717,2530.913750641798,0.15116107794474942
LT,q1,ziv,i,i,short,4,494.68837714618786,2033.4079247111397,0.1508463784159062
LT,q1,māš,a:,a,long,4,813.2407746851713,1479.8039486440275,0.14195254687086845
MF,q1,wūrj,u:,u,long,4,375.514201263184,1085.6051949452594,0.13898575871547791
MF,q1,siʒ,i,i,short,4,471.39064498029126,1779.7322369511603,0.13795917370592292
MF,q1,xūrn,u:,u,long,4,379.13673792096006,892.9135361471124,0.13788331592356684
MF,q3,cīx̌,i:,i,long,4,369.9598324602103,2488.7920516277986,0.13595547497570948
LT,q1,kāl,a:,a,long,4,733.7833935629044,1585.423760516593,0.13527938482370416
MF,q3,ka:l,a:,a,long,4,648.5518054698797,1433.4923022655953,0.13164336113762687
LT,q1,nay,a,a,short,4,873.3817336037515,1684.6003357149987,0.13103339352147714
LT,q1,vīrt,i:,i,long,4,330.9727659196645,2510.6949756133413,0.12911275095416386
MF,q3,ča:lak,a:,a,long,4,629.0021798305647,1450.2727426745403,0.12906033991714594
MF,q1,lavʒ,a,a,short,4,663.4502725069323,1503.1656717470912,0.12772116612234186
LT,q1,nīst,i:,i,long,4,421.12657470354105,2811.664810618257,0.1265906387172322
SM,q3,ča:lak,a:,a,long,4,736.1437658223653,1560.06033837417,0.12567784847700025
MF,q1,mūn,u:,u,long,4,362.8439796018641,1078.1038872879758,0.12162151005111355
MF,q1,ziv,i,i,short,4,477.41635035565787,1959.136954688941,0.11692436107551885
MF,q3,bu:n,u:,u,long,4,391.7755500807953,870.9451996247263,0.11513331616858125
MF,q1,gārm,a:,a,long,4,554.4906709104517,1400.0774267833076,0.11300522752293318
LT,q1,lavʒ,a,a,short,4,807.3766234852776,1510.1235776807964,0.10893585039684694
LT,q1,x̌irn,i,i,short,4,332.1894584091731,2725.4525802274125,0.10865562293408004
MF,q3,cix̌,i,i,short,4,421.6996814088269,2026.5658687287216,0.10207935458568329
MF,q1,vīrt,i:,i,long,4,355.2737046613495,2471.8280710841127,0.10206672808794792
MF,q3,kūdak,u:,u,long,4,351.25841995555356,992.8804693124687,0.10161452167901075
MF,q1,ðust,u,u,short,4,541.2984009712595,1393.8888563573842,0.10070384936989285
MF,q1,x̌irn,i,i,short,4,510.41677124410467,2131.723442956912,0.10015040768197991
MF,q1,tāt,a:,a,long,4,634.6529954761423,1471.9633394267516,0.09737403387288168
SM,q3,kūdak,u:,u,long,4,370.59331088215487,646.6280204287519,0.09562307082362054
SM,q3,x̌ar,a,a,short,4,759.8758465180148,1781.410814895345,0.09384423462471148
LT,q1,siʒ,i,i,short,4,434.0779064187955,2024.4653166474645,0.09109013741100114
MF,q3,čalak,a,a,short,4,711.3413125629453,1687.0817239252883,0.0888295778132715
SM,q3,cīx̌,i:,i,long,4,375.0950378294604,2681.270357294923,0.0886787599487846
LT,q1,čax̌,a,a,short,4,797.5564198713571,1565.9108065234768,0.08513824742271936
MF,q1,nīst,i:,i,long,4,380.5863094062967,2708.6916459817944,0.08166003963475532
LT,q1,wax̌t,a,a,short,4,846.4614659787331,1625.3997684041458,0.08152398502340219
MF,q3,bun,u,u,short,4,402.10980492406,786.9235050571219,0.07865489682632187
MF,q1,tux̌p,u,u,short,4,503.5510409073209,985.2808882536181,0.07594160925583537
MF,q1,čax̌,a,a,short,4,588.7910489089743,1518.307363431129,0.07585122998730753
MF,q1,хаx̌,a,a,short,4,684.7189389234837,1488.8980139629136,0.0752478177636533
LT,q1,kal,a,a,short,4,835.4684187061766,1645.2159855326006,0.07163139423238363
SM,q3,čalak,a,a,short,4,680.6103980855647,1799.9284337174252,0.0702508090056142
SM,q3,bu:n,u:,u,long,4,491.1239332263267,658.231172805376,0.06705237100199213
MF,q1,čux̌,u,u,short,4,513.6634916491311,1414.9561958708987,0.06454070517105492
SM,q3,cix̌,i,i,short,4,427.76998608452664,2527.8956676096223,0.06396683664991087
MF,q1,puc,u,u,short,4,534.5530729204577,1264.835562193897,0.06307886640570359
SM,q3,kal,a,a,short,4,673.3674532194049,1831.8282833597264,0.06306222910060022
MF,q1,čux̌,u,u,short,4,469.19962646277645,1323.9443122902696,0.06302775403338501
LT,q1,piš,i,i,short,4,452.34940468509086,2267.54717273855,0.06083354264950458
MF,q1,xist,i,i,short,4,510.6539856646598,2013.6731724784584,0.05461320934071523
MF,q3,kudak,u,u,short,4,389.99043176805856,702.8177282924122,0.05241689162126306
SM,q3,bun,u,u,short,4,505.1073259356685,849.654625810991,0.05024050307078198
LT,q1,xist,i,i,short,4,547.5879562948184,2233.3516811078,0.04999490571822207
SM,q3,kudbuc,u,u,short,4,410.0374399918529,581.1619821615558,0.038148214610558284
MF,q3,x̌ar,a,a,short,3,675.2999490198006,1630.6836063434423,0.17876909173658362
LT,q1,gārm,a:,a,long,3,747.2763071018317,1656.6872000084957,0.2505609761782921
LT,q1,ðust,u,u,short,2,619.6554923837812,1386.386347149503,0.09835754118012119
MF,q1,sūr,u:,u,long,3,354.3530483802228,872.8226829561854,0.2376352165331923
SM,q1,žīr,i:,i,long,3,390.4622513156616,2670.3128762327365,0.2375567998749375
SM,q1,xīr,i:,i,long,3,394.76384757825906,2047.2061105814216,0.23490857587512437
SM,q1,gārm,a:,a,long,3,739.5409745031326,1697.738589937765,0.22989356504848502
SM,q1,kāl,a:,a,long,3,821.8779352861169,1546.8830530245714,0.22951833681852207
SM,q3,ka:l,a:,a,long,3,701.1538583588232,1521.0366636502931,0.21618725088193003
SM,q1,vīrt,i:,i,long,3,451.8162324629749,2453.7838619541785,0.2158601174012631
LT,q1,tīzd,i:,i,long,3,370.45816035670094,2597.797036809073,0.2115386416031697
LT,q1,kāl,a:,a,long,3,639.8789817846322,1243.6764453606609,0.20772647675443068
SM,q1,žarn,a,a,short,3,761.5173104892717,1884.772203562688,0.20762451196196707
LT,q1,ðust,u,u,short,3,568.8531298928938,1383.4065879722086,0.08849287388471794
MF,q1,xīr,i:,i,long,3,403.8548040561253,2434.2118853658953,0.20705333467799392
MF,q1,gārm,a:,a,long,3,547.316880958707,1443.4295997827955,0.20566951409170997
SM,q1,sūr,u:,u,long,3,346.6534115489777,829.5713397930593,0.20452041031228418
SM,q1,māš,a:,a,long,3,799.3184552628509,1590.2472004608774,0.20351091610592675
SM,q3,x̌ar,a,a,short,3,738.8514247112955,1891.4566485415037,0.20344476460510919
LT,q1,xīr,i:,i,long,3,391.52305660087376,2565.2695944115017,0.2017702665864931
LT,q1,tāt,a:,a,long,3,785.3038697572684,1546.935452798197,0.19770104308554437
SM,q1,kal,a,a,short,3,840.2472768361146,1791.5611175582594,0.1921522000256175
SM,q1,lavʒ,a,a,short,3,827.2975631239915,1721.9443695330801,0.18987194794334528
SM,q1,pāst,a:,a,long,3,836.4649541610572,1637.4299911427188,0.1862618738479398
SM,q1,ziv,i,i,short,3,382.5505053433677,2432.8823274516476,0.18608751455928996
SM,q1,xūrn,u:,u,long,3,385.3978157853066,756.2398766059546,0.1853043772666929
SM,q1,čūrð,u:,u,long,3,388.0736048144237,846.5499298932247,0.18439608817706699
LT,q1,ðust,u,u,short,4,555.3080134331445,1331.5293951575222,0.06392875543065202
LT,q1,žīr,i:,i,long,3,358.4589162702859,2518.9172247581337,0.18090597415846332
LT,q1,ziv,i,i,short,3,498.6659333088106,1967.5135570722223,0.1757369393596946
SM,q3,x̌ār,a:,a,long,3,681.9991246854939,1407.0387187790627,0.17561623242269775
LT,q1,puc,u,u,short,1,574.4775763932819,1157.3715172281486,0.08689538522105522
MF,q1,žīr,i:,i,long,3,394.9500855990774,2374.6990277664554,0.17027776883747947
SM,q1,ðud,u,u,short,3,443.61926236259853,680.0646314404165,0.1702519407596128
MF,q1,kāl,a:,a,long,3,569.3337598303991,1303.7355023416535,0.1695778502528924
SM,q1,mūn,u:,u,long,3,341.1036999932597,696.8281973565503,0.16794135226479057
LT,q1,puc,u,u,short,2,583.5015607283812,1295.4484697680614,0.08653029898300701
MF,q3,ča:lak,a:,a,long,3,628.1453270897931,1454.7036817279095,0.16410044067946572
SM,q1,tāt,a:,a,long,3,830.5340724688471,1753.9952269926646,0.1638128655304456
LT,q1,lavʒ,a,a,short,3,724.8845240780623,1474.1686880258067,0.16331304422300263
MF,q1,čūrð,u:,u,long,3,371.7439933678699,1048.77567628606,0.16315148137351798
MF,q1,tāt,a:,a,long,3,591.8146343372894,1372.1431175442797,0.16275519491813384
LT,q1,čīd,i:,i,long,3,339.9963283631273,2405.3495946600456,0.16036880982402124
MF,q3,ka:l,a:,a,long,3,643.7390409177784,1382.2924247316034,0.15917563434049953
LT,q1,žarn,a,a,short,3,627.6681697549404,1633.266760635858,0.15763879511527534
LT,q1,puc,u,u,short,3,555.2140189898915,1264.3288350070977,0.08547401551260236
MF,q1,nay,a,a,short,3,587.9852166263149,1776.336315346076,0.15707817100332022
SM,q1,x̌irn,i,i,short,3,532.9855847620331,2373.4172060058854,0.15653324742541486
MF,q1,ðud,u,u,short,3,494.3492347399191,999.7445606779603,0.1563344320449005
LT,q1,vīrt,i:,i,long,3,364.4958655016039,2510.166154453512,0.156096016933418
LT,q1,māš,a:,a,long,3,696.0112709852466,1436.9829419883672,0.1559850963246845
SM,q1,tīzd,i:,i,long,3,383.6134809085677,2745.6257231535296,0.1545837508236616
MF,q3,bu:n,u:,u,long,3,321.7230989860532,878.6282195349114,0.1516823486755392
SM,q1,wax̌t,a,a,short,3,725.3802311364356,1474.3610067432933,0.1516544559701103
MF,q1,wūrj,u:,u,long,3,339.86522308865193,960.7658821946843,0.1510721473766523
MF,q1,lavʒ,a,a,short,3,588.918381308462,1487.5091961000035,0.15039254829218862
MF,q1,čīd,i:,i,long,3,362.6681866334074,2574.630227476422,0.1497380989368935
LT,q1,pāst,a:,a,long,3,752.8469872672222,1361.7439714736713,0.14921046373279978
LT,q1,nay,a,a,short,3,573.08174786992,1221.547198079923,0.1489173313323704
LT,q1,siʒ,i,i,short,3,494.7695269683066,2057.947976592468,0.14694310165481284
SM,q3,ča:lak,a:,a,long,3,642.4653906184064,1633.27646265815,0.1464836947308541
MF,q1,kal,a,a,short,3,631.9808123086725,1584.213354239666,0.1442988942471004
SM,q1,x̌ūʒ,u:,u,long,3,374.06741132337464,707.562659486746,0.14126410113736299
MF,q1,māš,a:,a,long,3,550.361769438791,1172.8266821197878,0.1385985976391737
MF,q1,mūn,u:,u,long,3,355.89242423209794,760.3752085008143,0.1375866159756356
MF,q3,cīx̌,i:,i,long,3,375.207054502392,2287.457241764842,0.13746394927072458
SM,q1,čax̌,a,a,short,3,730.3910100227679,1759.9917728146265,0.136965036758653
SM,q1,čīd,i:,i,long,3,402.36239296470063,2669.792397383109,0.13682828483960918
MF,q1,vīrt,i:,i,long,3,394.800721734784,2382.243689919655,0.13677687621219548
MF,q1,tīzd,i:,i,long,3,375.0945856907615,2545.2614994452565,0.13473324616060722
MF,q1,xūrn,u:,u,long,3,389.26586215966364,902.0452791156068,0.13461708553014518
MF,q1,x̌ūʒ,u:,u,long,3,364.5771897560143,1092.5407603376666,0.13172761998565363
LT,q1,puc,u,u,short,4,642.1979479424881,1216.0859324729531,0.08793595175239943
LT,q1,tux̌p,u,u,short,1,487.2809619623298,1122.0996390208122,0.06308276725974338
LT,q1,nīst,i:,i,long,3,393.67805373291037,2619.7409688438547,0.12951662178727474
MF,q1,ziv,i,i,short,3,476.74816027768003,1985.7851462649774,0.12859232868214576
MF,q1,nīst,i:,i,long,3,418.5804776304534,2662.178897303488,0.12201767670745767
SM,q1,хаx̌,a,a,short,3,877.2789239826155,1731.6877472360563,0.12190103507822414
MF,q3,kal,a,a,short,3,705.3478778765701,1628.6510351610425,0.12032550939644171
MF,q1,pāst,a:,a,long,3,624.7562493911485,1220.958770688877,0.11961922437126304
SM,q1,čux̌,u,u,short,3,470.9322277279475,771.873783750541,0.11390587898796412
SM,q1,siʒ,i,i,short,3,496.0318618989615,2357.343197132212,0.11287163822170498
MF,q3,kūdak,u:,u,long,3,378.44326702437525,892.6123484433733,0.1091748511849957
SM,q3,bu:n,u:,u,long,3,421.1488239054403,763.585309288051,0.1055954979361573
MF,q1,siʒ,i,i,short,3,437.1434879376431,2019.563037603291,0.10221306874582581
MF,q3,bun,u,u,short,3,418.1254107181809,669.5210941247251,0.09679478023954857
SM,q1,piš,i,i,short,3,482.2074749997477,2520.1682826994524,0.09607588340662687
SM,q1,xist,i,i,short,3,506.144076771694,2158.169669574983,0.09296901775059041
